Filer,View,Title,Dept/Board,File Type,Date Filed,Amended
"Har, Sharon E.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3545.pdf),"Legislator, District 42",House of Representatives,Gift,06/29/2012,false
"Kidani, Michelle N.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3569.pdf),"Legislator, District 18",Senate,Gift,06/29/2012,false
"Kimura, Rodney I.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3603.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/29/2012,false
"Baxa, Artemio C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3756.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/29/2012,false
"Kahele, Gilbert",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3712.pdf),"Legislator, District 1",Senate,Gift,06/29/2012,false
"Saiki, Scott K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3544.pdf),"Legislator, District 26",House of Representatives,Gift,06/29/2012,false
"Tsutsui, Shan S.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3547.pdf),"Legislator, District 4",Senate,Gift,06/29/2012,false
"Tokioka, James K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3609.pdf),"Legislator, District 15",House of Representatives,Gift,06/29/2012,false
"Belatti, Della Au",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3548.pdf),"Legislator, District 24",House of Representatives,Gift,06/29/2012,false
"Lee, Karen C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3730.pdf),Associate Vice President and Executive Director of Hawaii P-20,University of Hawaii,Gift,06/29/2012,false
"Ebato, Julie M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3613.pdf),Administrator,Department of the Attorney General,Gift,06/29/2012,false
"Takumi, Roy M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3570.pdf),"Legislator, District 35",House of Representatives,Gift,06/29/2012,false
"Nakashima, Mark M.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-501.pdf),"Candidate, Representative",,Candidate Financial,06/28/2012,false
"Ohno, Takashi",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-504.pdf),"Candidate, Representative",,Candidate Financial,06/28/2012,false
"Kouchi, Ronald D.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3576.pdf),"Legislator, District 8",Senate,Gift,06/28/2012,false
"Slom, Samuel M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15222.pdf),"Legislator, District 9",Senate,Financial,06/28/2012,false
"Emerson, Deborah D.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3632.pdf),Supervising Deputy Attorney General,Department of the Attorney General,Gift,06/28/2012,false
"Takata, Kevin K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3630.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/28/2012,false
"Wingard, Lori Gorospe",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-622.pdf),"Candidate, Representative",,Candidate Financial,06/28/2012,false
"Louie, David M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3631.pdf),Attorney General,Department of the Attorney General,Gift,06/27/2012,false
"Lunasco, Oliver P.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-394.pdf),"Candidate, Representative",,Candidate Financial,06/27/2012,false
"Ueno, Thomas T.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3653.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/27/2012,false
"Dahilig, Michael A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3732.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/27/2012,false
"Hirai, Susan M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3656.pdf),Bills Chief,Senate,Gift,06/27/2012,false
"Mizuno, John Musashi",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3577.pdf),"Legislator, District 28",House of Representatives,Gift,06/27/2012,false
"Ichiyama, Linda Eileen",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3594.pdf),"Legislator, District 32",House of Representatives,Gift,06/26/2012,false
"Cook, Valta Albert",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3654.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/26/2012,false
"Lim, Richard C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3629.pdf),Director,"Department of Business, Economic Development and Tourism",Gift,06/26/2012,false
"Giesting, Elizabeth C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3628.pdf),Healthcare Transformation Coordinator,Office of the Governor,Gift,06/26/2012,false
"Hirai, Craig K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3757.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/26/2012,false
"Donovan, James Joseph",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3655.pdf),"Director, Atheletics",University of Hawaii,Gift,06/26/2012,false
"Oyadomari-Chun, Tammi J.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3657.pdf),Policy Analyst,Office of the Governor,Gift,06/26/2012,false
"Riviere, Gilbert R.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3593.pdf),"Legislator, District 46",House of Representatives,Gift,06/25/2012,false
"Green, Joshua B.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf14709.pdf),"Legislator, District 3",Senate,Financial,06/25/2012,false
"Morikawa, Daynette S.P.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3592.pdf),"Legislator, District 16",House of Representatives,Gift,06/25/2012,false
"Green, Joshua B.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15223.pdf),"Legislator, District 3",Senate,Financial,06/23/2012,false
"Young, Christopher D.W.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3617.pdf),Supervising Deputy Attorney General,Department of the Attorney General,Gift,06/22/2012,false
"Heim, Darolyn Lendio",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3335.pdf),"Vice President, Legal Affairs and University General Counsel",University of Hawaii,Gift,06/22/2012,false
"Yamane, Ryan Ichiro",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3334.pdf),"Legislator, District 37",House of Representatives,Gift,06/22/2012,false
"Leslie, Gene Terry",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-387.pdf),"Candidate, Representative",,Candidate Financial,06/22/2012,false
"Kawakami, Derek S.K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3596.pdf),"Legislator, District 14",House of Representatives,Gift,06/21/2012,false
"Ito, Kenneth T.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3580.pdf),"Legislator, District 49",House of Representatives,Gift,06/21/2012,false
"Nishihara, Clarence K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-502.pdf),"Candidate, Senator",,Candidate Financial,06/20/2012,false
"Carter-Yamauchi, Charlotte A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3607.pdf),"Director, Acting",Legislature,Gift,06/20/2012,false
"Hinshaw, Virginia Snyder",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3605.pdf),Chancellor,University of Hawaii,Gift,06/20/2012,false
"Ellibr, Sucuma P.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3633.pdf),Engineer,Department of Education,Gift,06/20/2012,false
"Nishihara, Clarence K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15225.pdf),"Legislator, District 17",Senate,Financial,06/20/2012,false
"Lee, Marilyn B.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3597.pdf),"Legislator, District 38",House of Representatives,Gift,06/20/2012,false
"Williams, Matthew R.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3764.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/19/2012,false
"Gabbard, Gerald Michael",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3582.pdf),"Legislator, District 20",Senate,Gift,06/19/2012,false
"Wakai, Glenn Satoru",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3581.pdf),"Legislator, District 15",Senate,Gift,06/18/2012,false
"Unebasami, Michael T.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3606.pdf),"Associate Vice President, for Administrative Affairs",University of Hawaii,Gift,06/18/2012,false
"Nakashima, Mark M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3583.pdf),"Legislator, District 1",House of Representatives,Gift,06/18/2012,false
"Wakai, Glenn Satoru",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15226.pdf),"Legislator, District 15",Senate,Financial,06/18/2012,false
"Chang, Jerry L.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3584.pdf),"Legislator, District 2",House of Representatives,Gift,06/18/2012,false
"Manahan, Joey",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3782.pdf),"Legislator, District 29",House of Representatives,Gift,06/18/2012,false
"De Lima, Brian J.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf14703.pdf),"Board Member, Commissioner",Board of Education,Financial,06/18/2012,false
"LaFrance, Jeff R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-380.pdf),"Candidate, Senator",,Candidate Financial,06/18/2012,false
"Evans, Cynthia Frances Wood",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3779.pdf),"Legislator, District 7",House of Representatives,Gift,06/18/2012,false
"English, J. Kalani",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3585.pdf),"Legislator, District 7",Senate,Gift,06/15/2012,false
"Keith-Agaran, Gilbert S.C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3675.pdf),"Legislator, District 9",House of Representatives,Gift,06/15/2012,false
"Takai, Kyle Mark",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3579.pdf),"Legislator, District 33",House of Representatives,Gift,06/15/2012,false
"Cermelj, Hope L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-62.pdf),"Candidate, Representative",,Candidate Financial,06/15/2012,false
"Galuteria, Brickwood M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3595.pdf),"Legislator, District 12",Senate,Gift,06/15/2012,false
"Ryan, Ellen L.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3785.pdf),"Legislator, District 25",Senate,Gift,06/15/2012,true
"Slom, Samuel M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3780.pdf),"Legislator, District 9",Senate,Gift,06/15/2012,false
"Peleiholani, Julia K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3625.pdf),Office Manager,House of Representatives,Gift,06/15/2012,false
"Takai, Kyle Mark",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-552.pdf),"Candidate, Representative",,Candidate Financial,06/15/2012,false
"Minaai, Brian K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3735.pdf),Associate Vice President,University of Hawaii,Gift,06/15/2012,false
"Say, Calvin K.Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3578.pdf),"Legislator, District 20",House of Representatives,Gift,06/14/2012,false
"Carlson, Carl A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3728.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/14/2012,false
"Grune, Randy Murray",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3659.pdf),Deputy Director,Department of Transportation,Gift,06/14/2012,false
"Ortiz, Jonathan L.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3619.pdf),"Board Member, Commissioner",Civil Rights Commission,Gift,06/14/2012,false
"Last, Michael L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-384.pdf),"Candidate, Senator",,Candidate Financial,06/14/2012,false
"Takayama, Gregg T.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-558.pdf),"Candidate, Representative",,Candidate Financial,06/14/2012,false
"Kauhane, Michelle Kristen",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3627.pdf),Deputy Director,Department of Hawaiian Home Lands,Gift,06/14/2012,false
"Choy, Isaac William",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3720.pdf),"Legislator, District 23",House of Representatives,Gift,06/13/2012,false
"Quiogue, Ahlani K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3620.pdf),Executive Officer,Department of Commerce and Consumer Affairs,Gift,06/13/2012,false
"Rasmussen, Teena M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3725.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/13/2012,false
"Matayoshi, Coralie C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3724.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/13/2012,false
"Sullivan, Jan Naoe",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3723.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/13/2012,false
"Evans, Mary Alice",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3604.pdf),Deputy Director,"Department of Business, Economic Development and Tourism",Gift,06/13/2012,false
"Heirakuji, Lynn Shizuko",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3610.pdf),"Director, Fair Share Initiative",Office of the Lieutenant Governor,Gift,06/12/2012,false
"Ryan, Ellen L.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3784.pdf),"Legislator, District 25",Senate,Gift,06/12/2012,false
"Rhoads, Karl A.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-612.pdf),"Candidate, Representative",,Candidate Financial,06/12/2012,false
"Ikeda, Donald A.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-355.pdf),"Candidate, Senator",,Candidate Financial,06/12/2012,false
"Moore, Herbert B.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3612.pdf),"Board Member, Commissioner",Hawaii Strategic Development Corporation,Gift,06/12/2012,false
"Kai, Laureen M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3611.pdf),Administrative Assistant II,Department of Commerce and Consumer Affairs,Gift,06/12/2012,false
"Ikenaga, Todd R.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3713.pdf),SLDS Program Manager,University of Hawaii,Gift,06/12/2012,false
"English, J. Kalani",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-63.pdf),"Candidate, Senator",,Candidate Financial,06/12/2012,false
"Murphy, Christopher Andrew",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-500.pdf),"Candidate, Representative",,Candidate Financial,06/12/2012,false
"Ige, David Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3762.pdf),"Legislator, District 16",Senate,Gift,06/08/2012,false
"Burns, Richard P.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3721.pdf),State Librarian,Department of Education,Gift,06/08/2012,false
"Lupenui, Cheryl K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3727.pdf),"Board Member, Commissioner",Board of Education,Gift,06/07/2012,false
"Aipoalani, Hanalei Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3772.pdf),"Candidate, Representative",,Candidate Financial,06/07/2012,false
"Osumi, Jean",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3734.pdf),Academic Support,University of Hawaii,Gift,06/06/2012,false
"Jackson, Angela Tin Wing",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3763.pdf),Educational Specialist,University of Hawaii,Gift,06/06/2012,false
"Apo, Peter Kamamo",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf14334.pdf),Trustee,Office of Hawaiian Affairs,Financial,06/06/2012,false
"Tomita, Iris C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3773.pdf),Educational Specialist,Department of Education,Gift,06/06/2012,false
"Kagawa, Donna Lum",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3774.pdf),Complex Area Superintendent,Department of Education,Gift,06/06/2012,false
"Tsuji, Clifton K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-567.pdf),"Candidate, Representative",,Candidate Financial,06/06/2012,false
"Baker, Rosalyn H.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3856.pdf),"Candidate, Senator",,Candidate Financial,06/06/2012,false
"Rian, Heidi M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3729.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/06/2012,false
"Espero, William Calip",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf14355.pdf),"Legislator, District 19",Senate,Financial,06/06/2012,false
"Martinson, Eric Keola",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3722.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/05/2012,false
"Gee, Chuck Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3718.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/05/2012,false
"Crouch, Peter E.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3781.pdf),Dean,University of Hawaii,Gift,06/05/2012,false
"Schatz, Stephen Andrew",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3716.pdf),Complex Area Superintendent,Department of Education,Gift,06/05/2012,false
"Nishihara, Clarence K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3770.pdf),"Legislator, District 17",Senate,Gift,06/05/2012,false
"Chun Oakland, Suzanne N.J.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-592.pdf),"Candidate, Senator",,Candidate Financial,06/05/2012,false
"Apana, Melvin K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3852.pdf),"Candidate, Representative",,Candidate Financial,06/05/2012,false
"Amemiya, Keith Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3711.pdf),"Board Member, Commissioner",Board of Education,Gift,06/04/2012,false
"Halperin, Susan L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-331.pdf),"Candidate, Representative",,Candidate Financial,06/04/2012,false
"Smart, Brittany L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-546.pdf),"Candidate, Representative",,Candidate Financial,06/04/2012,false
"Smith, Daryl Lee",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-547.pdf),"Candidate, Senator",,Candidate Financial,06/04/2012,false
"Yamane, Brian Y.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-626.pdf),"Candidate, Representative",,Candidate Financial,06/04/2012,false
"Lupenui, Cheryl K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3726.pdf),"Board Member, Commissioner",Board of Education,Gift,06/04/2012,false
"Cuaresma, Charlene F.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3719.pdf),"Board Member, Commissioner",Board of Education,Gift,06/04/2012,false
"Mariano, Valerie",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3717.pdf),Chief,Department of the Attorney General,Gift,06/04/2012,false
"Beirne, Danielle U.K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3859.pdf),"Candidate, Representative",,Candidate Financial,06/04/2012,false
"Tsuji, Clifton K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3758.pdf),"Legislator, District 2",House of Representatives,Gift,06/01/2012,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf14364.pdf),"Legislator, District 8",House of Representatives,Financial,06/01/2012,false
